repo,tag,last_update
nvidia/cuda,11.5.2-runtime-ubi8,2022-12-17 04:38:38
nvidia/cuda,11.5.2-runtime-ubuntu18.04,2022-12-17 17:58:01
nvidia/cuda,11.5.2-runtime-ubuntu20.04,2022-12-17 18:00:51
nvidia/cuda,11.6.0-base-centos7,2022-12-17 03:14:44
nvidia/cuda,11.6.0-base-centos8,2022-01-20 20:17:12
nvidia/cuda,11.6.0-base-rockylinux8,2022-12-17 03:16:59
nvidia/cuda,11.6.0-base-ubi7,2022-12-17 17:56:02
nvidia/cuda,11.6.0-base-ubi8,2022-12-17 03:42:28
nvidia/cuda,11.6.0-base-ubuntu18.04,2022-12-17 17:56:18
nvidia/cuda,11.6.0-base-ubuntu20.04,2022-12-17 03:38:09
nvidia/cuda,11.6.0-cudnn8-devel-centos7,2022-12-17 03:14:36
nvidia/cuda,11.6.0-cudnn8-devel-rockylinux8,2022-12-17 03:16:33
nvidia/cuda,11.6.0-cudnn8-devel-ubi7,2022-12-17 17:54:45
nvidia/cuda,11.6.0-cudnn8-devel-ubi8,2022-12-17 03:38:45
nvidia/cuda,11.6.0-cudnn8-devel-ubuntu18.04,2022-12-17 17:53:48
nvidia/cuda,11.6.0-cudnn8-devel-ubuntu20.04,2022-12-17 03:35:25
nvidia/cuda,11.6.0-cudnn8-runtime-centos7,2022-12-17 03:14:40
nvidia/cuda,11.6.0-cudnn8-runtime-rockylinux8,2022-12-17 03:16:47
nvidia/cuda,11.6.0-cudnn8-runtime-ubi7,2022-12-17 17:55:32
nvidia/cuda,11.6.0-cudnn8-runtime-ubi8,2022-12-17 03:42:09
nvidia/cuda,11.6.0-cudnn8-runtime-ubuntu18.04,2022-12-17 17:55:36
nvidia/cuda,11.6.0-cudnn8-runtime-ubuntu20.04,2022-12-17 03:37:26
nvidia/cuda,11.6.0-devel-centos7,2022-12-17 03:14:53
nvidia/cuda,11.6.0-devel-centos8,2022-01-20 20:23:18
nvidia/cuda,11.6.0-devel-rockylinux8,2022-12-17 03:17:26
nvidia/cuda,11.6.0-devel-ubi7,2022-12-17 17:57:37
nvidia/cuda,11.6.0-devel-ubi8,2022-12-17 03:43:13
nvidia/cuda,11.6.0-devel-ubuntu18.04,2022-12-17 17:57:02
nvidia/cuda,11.6.0-devel-ubuntu20.04,2022-12-17 03:38:47
nvidia/cuda,11.6.0-runtime-centos7,2022-12-17 03:14:49
nvidia/cuda,11.6.0-runtime-centos8,2022-01-20 20:19:59
nvidia/cuda,11.6.0-runtime-rockylinux8,2022-12-17 03:17:12
nvidia/cuda,11.6.0-runtime-ubi7,2022-12-17 17:56:56
nvidia/cuda,11.6.0-runtime-ubi8,2022-12-17 03:42:50
nvidia/cuda,11.6.0-runtime-ubuntu18.04,2022-12-17 17:56:44
nvidia/cuda,11.6.0-runtime-ubuntu20.04,2022-12-17 03:38:32
nvidia/cuda,11.6.1-base-centos7,2022-12-17 02:40:15
nvidia/cuda,11.6.1-base-rockylinux8,2022-12-17 02:46:04
nvidia/cuda,11.6.1-base-ubi7,2022-12-17 02:44:07
nvidia/cuda,11.6.1-base-ubi8,2022-12-17 03:36:49
nvidia/cuda,11.6.1-base-ubuntu18.04,2022-12-17 02:53:23
nvidia/cuda,11.6.1-base-ubuntu20.04,2022-12-17 17:48:12
nvidia/cuda,11.6.1-cudnn8-devel-centos7,2022-12-17 02:39:32
nvidia/cuda,11.6.1-cudnn8-devel-rockylinux8,2022-12-17 02:45:19
nvidia/cuda,11.6.1-cudnn8-devel-ubi7,2022-12-17 02:43:13
nvidia/cuda,11.6.1-cudnn8-devel-ubi8,2022-12-17 03:33:02
nvidia/cuda,11.6.1-cudnn8-devel-ubuntu18.04,2022-12-17 02:51:17
nvidia/cuda,11.6.1-cudnn8-devel-ubuntu20.04,2022-12-17 17:46:13
nvidia/cuda,11.6.1-cudnn8-runtime-centos7,2022-12-17 02:39:51
nvidia/cuda,11.6.1-cudnn8-runtime-rockylinux8,2022-12-17 02:45:45
nvidia/cuda,11.6.1-cudnn8-runtime-ubi7,2022-12-17 02:43:57
nvidia/cuda,11.6.1-cudnn8-runtime-ubi8,2022-12-17 03:36:11
nvidia/cuda,11.6.1-cudnn8-runtime-ubuntu18.04,2022-12-17 02:53:10
nvidia/cuda,11.6.1-cudnn8-runtime-ubuntu20.04,2022-12-17 17:48:00
nvidia/cuda,11.6.1-devel-centos7,2022-12-17 02:40:56
nvidia/cuda,11.6.1-devel-rockylinux8,2022-12-17 02:47:08
nvidia/cuda,11.6.1-devel-ubi7,2022-12-17 02:44:54
nvidia/cuda,11.6.1-devel-ubi8,2022-12-17 03:37:42
nvidia/cuda,11.6.1-devel-ubuntu18.04,2022-12-17 02:53:51
nvidia/cuda,11.6.1-devel-ubuntu20.04,2022-12-17 17:48:39
nvidia/cuda,11.6.1-runtime-centos7,2022-12-17 02:40:38
nvidia/cuda,11.6.1-runtime-rockylinux8,2022-12-17 02:46:48
nvidia/cuda,11.6.1-runtime-ubi7,2022-12-17 02:44:33
nvidia/cuda,11.6.1-runtime-ubi8,2022-12-17 03:37:20
nvidia/cuda,11.6.1-runtime-ubuntu18.04,2022-12-17 02:53:37
nvidia/cuda,11.6.1-runtime-ubuntu20.04,2022-12-17 17:48:26
nvidia/cuda,11.6.2-base-centos7,2022-12-17 02:32:00
nvidia/cuda,11.6.2-base-rockylinux8,2022-12-17 17:17:14
nvidia/cuda,11.6.2-base-ubi7,2022-12-17 02:32:36
nvidia/cuda,11.6.2-base-ubi8,2022-12-17 17:23:44
nvidia/cuda,11.6.2-base-ubuntu18.04,2022-12-17 02:37:08
nvidia/cuda,11.6.2-base-ubuntu20.04,2022-12-17 02:38:27
nvidia/cuda,11.6.2-cudnn8-devel-centos7,2022-12-17 02:31:05
nvidia/cuda,11.6.2-cudnn8-devel-rockylinux8,2022-12-17 17:15:36
nvidia/cuda,11.6.2-cudnn8-devel-ubi7,2022-12-17 02:32:27
nvidia/cuda,11.6.2-cudnn8-devel-ubi8,2022-12-17 17:20:43
nvidia/cuda,11.6.2-cudnn8-devel-ubuntu18.04,2022-12-17 02:34:10
nvidia/cuda,11.6.2-cudnn8-devel-ubuntu20.04,2022-12-17 02:35:20
nvidia/cuda,11.6.2-cudnn8-runtime-centos7,2022-12-17 02:31:25
nvidia/cuda,11.6.2-cudnn8-runtime-rockylinux8,2022-12-17 17:16:45
nvidia/cuda,11.6.2-cudnn8-runtime-ubi7,2022-12-17 02:32:32
nvidia/cuda,11.6.2-cudnn8-runtime-ubi8,2022-12-17 17:23:25
nvidia/cuda,11.6.2-cudnn8-runtime-ubuntu18.04,2022-12-17 02:36:59
nvidia/cuda,11.6.2-cudnn8-runtime-ubuntu20.04,2022-12-17 02:37:56
nvidia/cuda,11.6.2-devel-centos7,2022-12-17 02:32:36
nvidia/cuda,11.6.2-devel-rockylinux8,2022-12-17 17:17:52
nvidia/cuda,11.6.2-devel-ubi7,2022-12-17 02:32:53
nvidia/cuda,11.6.2-devel-ubi8,2022-12-17 17:24:25
nvidia/cuda,11.6.2-devel-ubuntu18.04,2022-12-17 02:37:36
nvidia/cuda,11.6.2-devel-ubuntu20.04,2022-12-17 02:38:57
nvidia/cuda,11.6.2-runtime-centos7,2022-12-17 02:32:21
nvidia/cuda,11.6.2-runtime-rockylinux8,2022-12-17 17:17:33
nvidia/cuda,11.6.2-runtime-ubi7,2022-12-17 02:32:43
nvidia/cuda,11.6.2-runtime-ubi8,2022-12-17 17:24:04
nvidia/cuda,11.6.2-runtime-ubuntu18.04,2022-12-17 02:37:23
nvidia/cuda,11.6.2-runtime-ubuntu20.04,2022-12-17 02:38:41
nvidia/cuda,11.7.0-base-centos7,2022-12-17 01:28:09
nvidia/cuda,11.7.0-base-rockylinux8,2022-12-17 02:00:15
nvidia/cuda,11.7.0-base-ubi7,2022-12-17 16:56:19
nvidia/cuda,11.7.0-base-ubi8,2022-12-17 02:48:37
nvidia/cuda,11.7.0-base-ubuntu18.04,2022-12-17 17:16:17
nvidia/cuda,11.7.0-base-ubuntu20.04,2022-12-17 16:59:29
nvidia/cuda,11.7.0-base-ubuntu22.04,2022-12-17 02:22:32
nvidia/cuda,11.7.0-cudnn8-devel-centos7,2022-12-17 01:27:56
nvidia/cuda,11.7.0-cudnn8-devel-rockylinux8,2022-12-17 01:59:31
nvidia/cuda,11.7.0-cudnn8-devel-ubi7,2022-12-17 16:55:41
nvidia/cuda,11.7.0-cudnn8-devel-ubi8,2022-12-17 02:45:30
nvidia/cuda,11.7.0-cudnn8-devel-ubuntu18.04,2022-12-17 17:13:43
nvidia/cuda,11.7.0-cudnn8-devel-ubuntu20.04,2022-12-17 16:57:30
nvidia/cuda,11.7.0-cudnn8-devel-ubuntu22.04,2022-12-17 02:20:38
nvidia/cuda,11.7.0-cudnn8-runtime-centos7,2022-12-17 01:28:03
nvidia/cuda,11.7.0-cudnn8-runtime-rockylinux8,2022-12-17 01:59:53
nvidia/cuda,11.7.0-cudnn8-runtime-ubi7,2022-12-17 16:55:50
nvidia/cuda,11.7.0-cudnn8-runtime-ubi8,2022-12-17 02:48:03
nvidia/cuda,11.7.0-cudnn8-runtime-ubuntu18.04,2022-12-17 17:15:43
nvidia/cuda,11.7.0-cudnn8-runtime-ubuntu20.04,2022-12-17 16:58:59
nvidia/cuda,11.7.0-cudnn8-runtime-ubuntu22.04,2022-12-17 02:22:18
nvidia/cuda,11.7.0-devel-centos7,2022-12-17 01:28:23
nvidia/cuda,11.7.0-devel-rockylinux8,2022-12-17 02:01:40
nvidia/cuda,11.7.0-devel-ubi7,2022-12-17 16:56:38
nvidia/cuda,11.7.0-devel-ubi8,2022-12-17 02:49:57
nvidia/cuda,11.7.0-devel-ubuntu18.04,2022-12-17 17:17:02
nvidia/cuda,11.7.0-devel-ubuntu20.04,2022-12-17 16:59:55
nvidia/cuda,11.7.0-devel-ubuntu22.04,2022-12-17 02:23:02
nvidia/cuda,11.7.0-runtime-centos7,2022-12-17 01:28:16
nvidia/cuda,11.7.0-runtime-rockylinux8,2022-12-17 02:00:43
nvidia/cuda,11.7.0-runtime-ubi7,2022-12-17 16:56:27
nvidia/cuda,11.7.0-runtime-ubi8,2022-12-17 02:49:33
nvidia/cuda,11.7.0-runtime-ubuntu18.04,2022-12-17 17:16:47
nvidia/cuda,11.7.0-runtime-ubuntu20.04,2022-12-17 16:59:42
nvidia/cuda,11.7.0-runtime-ubuntu22.04,2022-12-17 02:22:46
nvidia/cuda,11.7.1-base-centos7,2022-12-17 01:25:14
nvidia/cuda,11.7.1-base-rockylinux8,2022-12-17 17:13:48
nvidia/cuda,11.7.1-base-ubi7,2022-12-17 01:24:13
nvidia/cuda,11.7.1-base-ubi8,2022-12-17 02:43:02
nvidia/cuda,11.7.1-base-ubuntu18.04,2022-12-17 17:11:08
nvidia/cuda,11.7.1-base-ubuntu20.04,2022-12-17 02:04:47
nvidia/cuda,11.7.1-base-ubuntu22.04,2022-12-17 17:00:40
nvidia/cuda,11.7.1-cudnn8-devel-centos7,2022-12-17 01:24:34
nvidia/cuda,11.7.1-cudnn8-devel-rockylinux8,2022-12-17 17:13:15
nvidia/cuda,11.7.1-cudnn8-devel-ubi7,2022-12-17 01:24:00
nvidia/cuda,11.7.1-cudnn8-devel-ubi8,2022-12-17 02:39:10
nvidia/cuda,11.7.1-cudnn8-devel-ubuntu18.04,2022-12-17 17:10:16
nvidia/cuda,11.7.1-cudnn8-devel-ubuntu20.04,2022-12-17 02:02:59
nvidia/cuda,11.7.1-cudnn8-devel-ubuntu22.04,2022-12-17 16:57:58
nvidia/cuda,11.7.1-cudnn8-runtime-centos7,2022-12-17 01:24:58
nvidia/cuda,11.7.1-cudnn8-runtime-rockylinux8,2022-12-17 17:13:34
nvidia/cuda,11.7.1-cudnn8-runtime-ubi7,2022-12-17 01:24:07
nvidia/cuda,11.7.1-cudnn8-runtime-ubi8,2022-12-17 02:42:16
nvidia/cuda,11.7.1-cudnn8-runtime-ubuntu18.04,2022-12-17 17:11:02
nvidia/cuda,11.7.1-cudnn8-runtime-ubuntu20.04,2022-12-17 02:04:38
nvidia/cuda,11.7.1-cudnn8-runtime-ubuntu22.04,2022-12-17 16:59:30
nvidia/cuda,11.7.1-devel-centos7,2022-12-17 01:25:26
nvidia/cuda,11.7.1-devel-rockylinux8,2022-12-17 17:14:16
nvidia/cuda,11.7.1-devel-ubi7,2022-12-17 01:24:25
nvidia/cuda,11.7.1-devel-ubi8,2022-12-17 02:44:38
nvidia/cuda,11.7.1-devel-ubuntu18.04,2022-12-17 17:11:22
nvidia/cuda,11.7.1-devel-ubuntu20.04,2022-12-17 02:05:14
nvidia/cuda,11.7.1-devel-ubuntu22.04,2022-12-17 17:01:11
nvidia/cuda,11.7.1-runtime-centos7,2022-12-17 01:25:20
nvidia/cuda,11.7.1-runtime-rockylinux8,2022-12-17 17:14:02
nvidia/cuda,11.7.1-runtime-ubi7,2022-12-17 01:24:19
nvidia/cuda,11.7.1-runtime-ubi8,2022-12-17 02:43:46
nvidia/cuda,11.7.1-runtime-ubuntu18.04,2022-12-17 17:11:15
nvidia/cuda,11.7.1-runtime-ubuntu20.04,2022-12-17 02:05:01
nvidia/cuda,11.7.1-runtime-ubuntu22.04,2022-12-17 17:00:57
nvidia/cuda,11.8.0-base-centos7,2022-12-17 01:20:58
nvidia/cuda,11.8.0-base-rockylinux8,2023-02-02 20:29:49
nvidia/cuda,11.8.0-base-ubi7,2022-12-17 08:32:25
nvidia/cuda,11.8.0-base-ubi8,2023-02-02 20:35:40
nvidia/cuda,11.8.0-base-ubuntu18.04,2023-02-02 20:30:00
nvidia/cuda,11.8.0-base-ubuntu20.04,2023-02-02 20:31:09
nvidia/cuda,11.8.0-base-ubuntu22.04,2023-02-02 20:54:37
nvidia/cuda,11.8.0-cudnn8-devel-centos7,2022-12-17 01:20:44
nvidia/cuda,11.8.0-cudnn8-devel-rockylinux8,2023-02-02 20:27:04
nvidia/cuda,11.8.0-cudnn8-devel-ubi7,2022-12-17 08:31:46
nvidia/cuda,11.8.0-cudnn8-devel-ubi8,2023-02-02 20:32:12
nvidia/cuda,11.8.0-cudnn8-devel-ubuntu18.04,2023-02-02 20:28:38
nvidia/cuda,11.8.0-cudnn8-devel-ubuntu20.04,2023-02-02 20:28:19
nvidia/cuda,11.8.0-cudnn8-devel-ubuntu22.04,2023-02-02 20:52:27
nvidia/cuda,11.8.0-cudnn8-runtime-centos7,2022-12-17 01:20:52
nvidia/cuda,11.8.0-cudnn8-runtime-rockylinux8,2023-02-02 20:29:35
nvidia/cuda,11.8.0-cudnn8-runtime-ubi7,2022-12-17 08:32:17
nvidia/cuda,11.8.0-cudnn8-runtime-ubi8,2023-02-02 20:35:20
nvidia/cuda,11.8.0-cudnn8-runtime-ubuntu18.04,2023-02-02 20:29:34
nvidia/cuda,11.8.0-cudnn8-runtime-ubuntu20.04,2023-02-02 20:30:35
nvidia/cuda,11.8.0-cudnn8-runtime-ubuntu22.04,2023-02-02 20:54:22
nvidia/cuda,11.8.0-devel-centos7,2022-12-17 01:21:11
nvidia/cuda,11.8.0-devel-rockylinux8,2023-02-02 20:30:28
nvidia/cuda,11.8.0-devel-ubi7,2022-12-17 08:32:39
nvidia/cuda,11.8.0-devel-ubi8,2023-02-02 20:36:30
nvidia/cuda,11.8.0-devel-ubuntu18.04,2023-02-02 20:30:30
nvidia/cuda,11.8.0-devel-ubuntu20.04,2023-02-02 20:31:47
nvidia/cuda,11.8.0-devel-ubuntu22.04,2023-02-02 20:55:08
nvidia/cuda,11.8.0-runtime-centos7,2022-12-17 01:21:05
nvidia/cuda,11.8.0-runtime-rockylinux8,2023-02-02 20:30:07
nvidia/cuda,11.8.0-runtime-ubi7,2022-12-17 08:32:31
nvidia/cuda,11.8.0-runtime-ubi8,2023-02-02 20:36:06
nvidia/cuda,11.8.0-runtime-ubuntu18.04,2023-02-02 20:30:12
nvidia/cuda,11.8.0-runtime-ubuntu20.04,2023-02-02 20:31:30
nvidia/cuda,11.8.0-runtime-ubuntu22.04,2023-02-02 20:54:52
nvidia/cuda,12.0.0-base-centos7,2022-12-13 17:51:18
nvidia/cuda,12.0.0-base-rockylinux8,2022-12-13 17:53:52
nvidia/cuda,12.0.0-base-ubi7,2022-12-13 17:52:41
nvidia/cuda,12.0.0-base-ubi8,2022-12-13 17:56:29
nvidia/cuda,12.0.0-base-ubuntu18.04,2022-12-13 17:57:43
nvidia/cuda,12.0.0-base-ubuntu20.04,2023-01-11 23:37:01
nvidia/cuda,12.0.0-base-ubuntu22.04,2022-12-13 18:03:08
nvidia/cuda,12.0.0-devel-centos7,2022-12-13 17:54:40
nvidia/cuda,12.0.0-devel-rockylinux8,2022-12-13 18:02:04
nvidia/cuda,12.0.0-devel-ubi7,2022-12-13 17:56:48
nvidia/cuda,12.0.0-devel-ubi8,2022-12-13 18:07:08
nvidia/cuda,12.0.0-devel-ubuntu18.04,2022-12-13 18:00:50
nvidia/cuda,12.0.0-devel-ubuntu20.04,2023-01-11 23:43:26
nvidia/cuda,12.0.0-devel-ubuntu22.04,2022-12-13 18:10:50
nvidia/cuda,12.0.0-runtime-centos7,2022-12-13 17:52:49
nvidia/cuda,12.0.0-runtime-rockylinux8,2022-12-13 17:57:50
nvidia/cuda,12.0.0-runtime-ubi7,2022-12-13 17:54:29
nvidia/cuda,12.0.0-runtime-ubi8,2022-12-13 18:01:43
nvidia/cuda,12.0.0-runtime-ubuntu18.04,2022-12-13 17:59:16
nvidia/cuda,12.0.0-runtime-ubuntu20.04,2023-01-11 23:39:57
nvidia/cuda,12.0.0-runtime-ubuntu22.04,2022-12-13 18:07:06
nvidia/cuda,12.0.1-base-centos7,2023-02-02 19:55:03
nvidia/cuda,12.0.1-base-rockylinux8,2023-02-02 19:48:03
nvidia/cuda,12.0.1-base-rockylinux9,2023-02-02 19:36:38
nvidia/cuda,12.0.1-base-ubi7,2023-02-02 19:46:29
nvidia/cuda,12.0.1-base-ubi8,2023-02-02 19:39:16
nvidia/cuda,12.0.1-base-ubi9,2023-02-02 19:47:37
nvidia/cuda,12.0.1-base-ubuntu18.04,2023-02-02 19:39:03
nvidia/cuda,12.0.1-base-ubuntu20.04,2023-02-02 19:42:34
nvidia/cuda,12.0.1-base-ubuntu22.04,2023-02-02 19:43:15
nvidia/cuda,12.0.1-devel-centos7,2023-02-02 19:58:29
nvidia/cuda,12.0.1-devel-rockylinux8,2023-02-02 19:55:17
nvidia/cuda,12.0.1-devel-rockylinux9,2023-02-02 19:43:34
nvidia/cuda,12.0.1-devel-ubi7,2023-02-02 19:50:12
nvidia/cuda,12.0.1-devel-ubi8,2023-02-02 19:49:23
nvidia/cuda,12.0.1-devel-ubi9,2023-02-02 19:54:44
nvidia/cuda,12.0.1-devel-ubuntu18.04,2023-02-02 19:42:58
nvidia/cuda,12.0.1-devel-ubuntu20.04,2023-02-02 19:49:38
nvidia/cuda,12.0.1-devel-ubuntu22.04,2023-02-02 19:50:39
nvidia/cuda,12.0.1-runtime-centos7,2023-02-02 19:56:29
nvidia/cuda,12.0.1-runtime-rockylinux8,2023-02-02 19:51:57
nvidia/cuda,12.0.1-runtime-rockylinux9,2023-02-02 19:39:29
nvidia/cuda,12.0.1-runtime-ubi7,2023-02-02 19:48:20
nvidia/cuda,12.0.1-runtime-ubi8,2023-02-02 19:44:24
nvidia/cuda,12.0.1-runtime-ubi9,2023-02-02 19:51:24
nvidia/cuda,12.0.1-runtime-ubuntu18.04,2023-02-02 19:41:17
nvidia/cuda,12.0.1-runtime-ubuntu20.04,2023-02-02 19:45:24
nvidia/cuda,12.0.1-runtime-ubuntu22.04,2023-02-02 19:46:14
nvidia/cuda,7.0-cudnn4-devel-centos7,2018-10-09 23:26:08
nvidia/cuda,7.0-cudnn4-runtime-centos7,2018-10-09 23:26:17
nvidia/cuda,7.0-devel-centos7,2018-10-09 23:26:18
nvidia/cuda,7.0-runtime-centos7,2018-10-09 23:26:18
nvidia/cuda,8.0-cudnn5-devel,2021-06-05 02:37:31
nvidia/cuda,8.0-cudnn5-devel-centos6,2019-11-27 21:19:01
nvidia/cuda,8.0-cudnn5-devel-centos7,2022-04-03 20:02:56
nvidia/cuda,8.0-cudnn5-devel-ubi7,2022-01-06 19:48:36
nvidia/cuda,8.0-cudnn5-devel-ubuntu14.04,2019-08-27 01:06:53
nvidia/cuda,8.0-cudnn5-devel-ubuntu16.04,2022-01-06 19:39:08
nvidia/cuda,8.0-cudnn5-runtime,2021-06-05 02:34:36
nvidia/cuda,8.0-cudnn5-runtime-centos6,2019-11-27 21:20:31
nvidia/cuda,8.0-cudnn5-runtime-centos7,2022-04-03 20:04:45
nvidia/cuda,8.0-cudnn5-runtime-ubi7,2022-01-06 19:49:21
nvidia/cuda,8.0-cudnn5-runtime-ubuntu14.04,2019-08-27 01:07:03
nvidia/cuda,8.0-cudnn5-runtime-ubuntu16.04,2022-01-06 19:39:17
nvidia/cuda,8.0-cudnn6-devel,2021-06-05 02:41:20
nvidia/cuda,8.0-cudnn6-devel-centos6,2019-11-27 21:21:40
nvidia/cuda,8.0-cudnn6-devel-centos7,2022-04-03 20:06:21
nvidia/cuda,8.0-cudnn6-devel-ubi7,2022-01-06 19:50:24
nvidia/cuda,8.0-cudnn6-devel-ubuntu14.04,2019-08-27 01:07:45
nvidia/cuda,8.0-cudnn6-devel-ubuntu16.04,2022-01-06 19:39:27
nvidia/cuda,8.0-cudnn6-runtime,2021-06-05 02:40:54
nvidia/cuda,8.0-cudnn6-runtime-centos6,2019-11-27 21:22:32
nvidia/cuda,8.0-cudnn6-runtime-centos7,2022-04-03 20:08:09
nvidia/cuda,8.0-cudnn6-runtime-ubi7,2022-01-06 19:51:38
nvidia/cuda,8.0-cudnn6-runtime-ubuntu14.04,2019-08-27 01:08:18
nvidia/cuda,8.0-cudnn6-runtime-ubuntu16.04,2022-01-06 19:39:39
nvidia/cuda,8.0-cudnn7-devel,2021-06-05 02:39:27
nvidia/cuda,8.0-cudnn7-devel-centos6,2019-11-27 21:22:14
nvidia/cuda,8.0-cudnn7-devel-centos7,2022-04-03 19:59:21
nvidia/cuda,8.0-cudnn7-devel-ubi7,2022-01-06 19:46:25
nvidia/cuda,8.0-cudnn7-devel-ubuntu14.04,2019-08-27 01:08:05
nvidia/cuda,8.0-cudnn7-devel-ubuntu16.04,2022-01-06 19:38:47
nvidia/cuda,8.0-cudnn7-runtime,2021-06-05 02:39:15
nvidia/cuda,8.0-cudnn7-runtime-centos6,2019-11-27 21:22:50
nvidia/cuda,8.0-cudnn7-runtime-centos7,2022-04-03 20:00:27
nvidia/cuda,8.0-cudnn7-runtime-ubi7,2022-01-06 19:47:46
nvidia/cuda,8.0-cudnn7-runtime-ubuntu14.04,2019-08-27 01:08:30
nvidia/cuda,8.0-cudnn7-runtime-ubuntu16.04,2022-01-06 19:38:56
nvidia/cuda,8.0-devel,2021-06-05 02:42:31
nvidia/cuda,8.0-devel-centos6,2019-11-27 21:22:52
nvidia/cuda,8.0-devel-centos7,2022-04-03 20:10:36
nvidia/cuda,8.0-devel-ubi7,2022-01-06 19:52:11
nvidia/cuda,8.0-devel-ubuntu14.04,2019-08-27 01:08:31
nvidia/cuda,8.0-devel-ubuntu16.04,2022-01-06 19:40:10
nvidia/cuda,8.0-runtime,2021-06-05 02:41:47
nvidia/cuda,8.0-runtime-centos6,2019-11-27 21:22:53
nvidia/cuda,8.0-runtime-centos7,2022-04-03 20:10:02
nvidia/cuda,8.0-runtime-ubi7,2022-01-06 19:51:56
nvidia/cuda,8.0-runtime-ubuntu14.04,2019-08-27 01:08:33
nvidia/cuda,8.0-runtime-ubuntu16.04,2022-01-06 19:39:55
nvidia/cuda,9.0-base,2021-07-02 07:17:08
nvidia/cuda,9.0-base-centos6,2020-10-03 05:00:32
nvidia/cuda,9.0-base-centos7,2022-01-06 20:32:58
nvidia/cuda,9.0-base-ubi7,2022-01-06 20:45:13
nvidia/cuda,9.0-base-ubuntu16.04,2022-01-06 20:54:57
nvidia/cuda,9.0-base-ubuntu17.04,2018-01-04 18:01:52
nvidia/cuda,9.0-cudnn7-devel,2021-07-02 07:16:20
nvidia/cuda,9.0-cudnn7-devel-centos6,2020-10-03 04:58:18
nvidia/cuda,9.0-cudnn7-devel-centos7,2022-01-06 20:31:07
nvidia/cuda,9.0-cudnn7-devel-ubi7,2022-01-06 20:43:32
nvidia/cuda,9.0-cudnn7-devel-ubuntu16.04,2022-01-06 20:53:54
nvidia/cuda,9.0-cudnn7-runtime,2021-07-02 07:15:16
nvidia/cuda,9.0-cudnn7-runtime-centos6,2020-10-03 04:59:36
nvidia/cuda,9.0-cudnn7-runtime-centos7,2022-01-06 20:32:42
nvidia/cuda,9.0-cudnn7-runtime-ubi7,2022-01-06 20:44:58
nvidia/cuda,9.0-cudnn7-runtime-ubuntu16.04,2022-01-06 20:54:17
nvidia/cuda,9.0-devel,2021-07-02 07:18:31
nvidia/cuda,9.0-devel-centos6,2020-10-03 05:03:09
nvidia/cuda,9.0-devel-centos7,2022-01-06 20:33:28
nvidia/cuda,9.0-devel-ubi7,2022-01-06 20:45:47
nvidia/cuda,9.0-devel-ubuntu16.04,2022-01-06 20:57:55
nvidia/cuda,9.0-devel-ubuntu17.04,2018-01-04 18:03:23
nvidia/cuda,9.0-runtime,2021-07-02 07:17:45
nvidia/cuda,9.0-runtime-centos6,2020-10-03 05:01:30
nvidia/cuda,9.0-runtime-centos7,2022-01-06 20:33:13
nvidia/cuda,9.0-runtime-ubi7,2022-01-06 20:45:27
nvidia/cuda,9.0-runtime-ubuntu16.04,2022-01-06 20:57:20
nvidia/cuda,9.0-runtime-ubuntu17.04,2018-01-04 18:03:25
nvidia/cuda,9.1-base,2021-07-02 07:09:30
nvidia/cuda,9.1-base-centos6,2019-11-27 21:16:40
nvidia/cuda,9.1-base-centos7,2022-04-03 20:05:32
nvidia/cuda,9.1-base-ubi7,2022-04-03 19:54:39
nvidia/cuda,9.1-base-ubuntu16.04,2022-04-03 20:05:02
nvidia/cuda,9.1-base-ubuntu17.04,2018-01-04 17:58:45
nvidia/cuda,9.1-cudnn7-devel,2021-07-02 07:09:12
nvidia/cuda,9.1-cudnn7-devel-centos6,2019-11-27 21:15:22
nvidia/cuda,9.1-cudnn7-devel-centos7,2022-04-03 20:05:08
nvidia/cuda,9.1-cudnn7-devel-ubi7,2022-04-03 19:54:16
nvidia/cuda,9.1-cudnn7-devel-ubuntu16.04,2022-04-03 20:02:01
nvidia/cuda,9.1-cudnn7-runtime,2021-07-02 07:09:03
nvidia/cuda,9.1-cudnn7-runtime-centos6,2019-11-27 21:16:35
nvidia/cuda,9.1-cudnn7-runtime-centos7,2022-04-03 20:05:17
nvidia/cuda,9.1-cudnn7-runtime-ubi7,2022-04-03 19:54:24
nvidia/cuda,9.1-cudnn7-runtime-ubuntu16.04,2022-04-03 20:04:28
nvidia/cuda,9.1-devel,2021-07-02 07:10:58
nvidia/cuda,9.1-devel-centos6,2019-11-27 21:16:37
nvidia/cuda,9.1-devel-centos7,2022-04-03 20:06:03
nvidia/cuda,9.1-devel-ubi7,2022-04-03 19:56:11
nvidia/cuda,9.1-devel-ubuntu16.04,2022-04-03 20:05:40
nvidia/cuda,9.1-devel-ubuntu17.04,2018-01-04 18:00:44
nvidia/cuda,9.1-runtime,2021-07-02 07:10:31
nvidia/cuda,9.1-runtime-centos6,2019-11-27 21:16:38
nvidia/cuda,9.1-runtime-centos7,2022-04-03 20:05:48
nvidia/cuda,9.1-runtime-ubi7,2022-04-03 19:55:46
nvidia/cuda,9.1-runtime-ubuntu16.04,2022-04-03 20:05:24
nvidia/cuda,9.1-runtime-ubuntu17.04,2018-01-04 18:00:46
nvidia/cuda,9.2-base,2021-07-02 07:15:52
