repo,tag,last_update
nvidia/cuda,11.2.2-cudnn8-runtime-ubi7,2022-10-28 21:20:30
nvidia/cuda,11.2.2-cudnn8-runtime-ubi8,2022-10-28 21:50:09
nvidia/cuda,11.2.2-cudnn8-runtime-ubuntu16.04,2022-05-21 21:10:00
nvidia/cuda,11.2.2-cudnn8-runtime-ubuntu18.04,2022-10-28 05:04:30
nvidia/cuda,11.2.2-cudnn8-runtime-ubuntu20.04,2022-10-28 04:44:54
nvidia/cuda,11.2.2-devel,2021-07-02 05:03:51
nvidia/cuda,11.2.2-devel-centos7,2022-10-28 21:18:41
nvidia/cuda,11.2.2-devel-centos8,2022-01-07 01:36:02
nvidia/cuda,11.2.2-devel-rockylinux8,2022-10-28 06:27:38
nvidia/cuda,11.2.2-devel-ubi7,2022-10-28 21:20:58
nvidia/cuda,11.2.2-devel-ubi8,2022-10-28 21:51:13
nvidia/cuda,11.2.2-devel-ubuntu16.04,2022-05-21 21:10:21
nvidia/cuda,11.2.2-devel-ubuntu18.04,2022-10-28 05:08:52
nvidia/cuda,11.2.2-devel-ubuntu20.04,2022-10-28 04:47:27
nvidia/cuda,11.2.2-runtime,2021-07-02 05:03:07
nvidia/cuda,11.2.2-runtime-centos7,2022-10-28 21:18:37
nvidia/cuda,11.2.2-runtime-centos8,2022-01-07 01:35:18
nvidia/cuda,11.2.2-runtime-rockylinux8,2022-10-28 06:26:51
nvidia/cuda,11.2.2-runtime-ubi7,2022-10-28 21:20:45
nvidia/cuda,11.2.2-runtime-ubi8,2022-10-28 21:50:51
nvidia/cuda,11.2.2-runtime-ubuntu16.04,2022-05-21 21:10:14
nvidia/cuda,11.2.2-runtime-ubuntu18.04,2022-10-28 05:07:15
nvidia/cuda,11.2.2-runtime-ubuntu20.04,2022-10-28 04:46:14
nvidia/cuda,11.3.0-base,2021-07-02 04:45:55
nvidia/cuda,11.3.0-base-centos7,2022-12-17 07:12:52
nvidia/cuda,11.3.0-base-centos8,2022-01-07 01:46:10
nvidia/cuda,11.3.0-base-rockylinux8,2022-12-17 07:19:16
nvidia/cuda,11.3.0-base-ubi7,2022-12-17 22:28:36
nvidia/cuda,11.3.0-base-ubi8,2022-12-17 22:38:58
nvidia/cuda,11.3.0-base-ubuntu16.04,2022-05-22 09:42:43
nvidia/cuda,11.3.0-base-ubuntu18.04,2022-12-17 07:09:42
nvidia/cuda,11.3.0-base-ubuntu20.04,2022-12-17 22:34:44
nvidia/cuda,11.3.0-cudnn8-devel,2021-07-02 04:45:24
nvidia/cuda,11.3.0-cudnn8-devel-centos7,2022-12-17 07:12:40
nvidia/cuda,11.3.0-cudnn8-devel-centos8,2022-01-07 01:45:17
nvidia/cuda,11.3.0-cudnn8-devel-rockylinux8,2022-12-17 07:18:53
nvidia/cuda,11.3.0-cudnn8-devel-ubi7,2022-12-17 22:28:22
nvidia/cuda,11.3.0-cudnn8-devel-ubi8,2022-12-17 22:35:43
nvidia/cuda,11.3.0-cudnn8-devel-ubuntu16.04,2022-05-22 09:42:29
nvidia/cuda,11.3.0-cudnn8-devel-ubuntu18.04,2022-12-17 07:08:36
nvidia/cuda,11.3.0-cudnn8-devel-ubuntu20.04,2022-12-17 22:32:34
nvidia/cuda,11.3.0-cudnn8-runtime,2021-07-02 04:45:19
nvidia/cuda,11.3.0-cudnn8-runtime-centos7,2022-12-17 07:12:46
nvidia/cuda,11.3.0-cudnn8-runtime-centos8,2022-01-07 01:45:32
nvidia/cuda,11.3.0-cudnn8-runtime-rockylinux8,2022-12-17 07:19:07
nvidia/cuda,11.3.0-cudnn8-runtime-ubi7,2022-12-17 22:28:29
nvidia/cuda,11.3.0-cudnn8-runtime-ubi8,2022-12-17 22:38:41
nvidia/cuda,11.3.0-cudnn8-runtime-ubuntu16.04,2022-05-22 09:42:36
nvidia/cuda,11.3.0-cudnn8-runtime-ubuntu18.04,2022-12-17 07:09:32
nvidia/cuda,11.3.0-cudnn8-runtime-ubuntu20.04,2022-12-17 22:34:32
nvidia/cuda,11.3.0-devel,2021-07-02 04:46:18
nvidia/cuda,11.3.0-devel-centos7,2022-12-17 07:13:04
nvidia/cuda,11.3.0-devel-centos8,2022-01-07 01:47:11
nvidia/cuda,11.3.0-devel-rockylinux8,2022-12-17 07:19:42
nvidia/cuda,11.3.0-devel-ubi7,2022-12-17 22:29:17
nvidia/cuda,11.3.0-devel-ubi8,2022-12-17 22:39:35
nvidia/cuda,11.3.0-devel-ubuntu16.04,2022-05-22 09:42:57
nvidia/cuda,11.3.0-devel-ubuntu18.04,2022-12-17 07:10:08
nvidia/cuda,11.3.0-devel-ubuntu20.04,2022-12-17 22:35:10
nvidia/cuda,11.3.0-runtime,2021-07-02 04:46:00
nvidia/cuda,11.3.0-runtime-centos7,2022-12-17 07:12:58
nvidia/cuda,11.3.0-runtime-centos8,2022-01-07 01:46:21
nvidia/cuda,11.3.0-runtime-rockylinux8,2022-12-17 07:19:29
nvidia/cuda,11.3.0-runtime-ubi7,2022-12-17 22:29:06
nvidia/cuda,11.3.0-runtime-ubi8,2022-12-17 22:39:17
nvidia/cuda,11.3.0-runtime-ubuntu16.04,2022-05-22 09:42:49
nvidia/cuda,11.3.0-runtime-ubuntu18.04,2022-12-17 07:09:55
nvidia/cuda,11.3.0-runtime-ubuntu20.04,2022-12-17 22:34:57
nvidia/cuda,11.3.1-base,2021-07-02 04:39:21
nvidia/cuda,11.3.1-base-centos7,2022-12-17 06:51:16
nvidia/cuda,11.3.1-base-centos8,2022-01-07 02:02:29
nvidia/cuda,11.3.1-base-rockylinux8,2022-12-17 06:55:45
nvidia/cuda,11.3.1-base-ubi7,2022-12-17 07:03:02
nvidia/cuda,11.3.1-base-ubi8,2022-12-17 21:36:20
nvidia/cuda,11.3.1-base-ubuntu16.04,2022-05-21 22:20:15
nvidia/cuda,11.3.1-base-ubuntu18.04,2022-12-17 21:30:13
nvidia/cuda,11.3.1-base-ubuntu20.04,2022-12-17 22:17:00
nvidia/cuda,11.3.1-cudnn8-devel,2021-07-02 04:39:16
nvidia/cuda,11.3.1-cudnn8-devel-centos7,2022-12-17 06:51:04
nvidia/cuda,11.3.1-cudnn8-devel-centos8,2022-01-07 02:00:23
nvidia/cuda,11.3.1-cudnn8-devel-rockylinux8,2022-12-17 06:55:18
nvidia/cuda,11.3.1-cudnn8-devel-ubi7,2022-12-17 07:02:55
nvidia/cuda,11.3.1-cudnn8-devel-ubi8,2022-12-17 21:33:11
nvidia/cuda,11.3.1-cudnn8-devel-ubuntu16.04,2022-05-21 22:18:43
nvidia/cuda,11.3.1-cudnn8-devel-ubuntu18.04,2022-12-17 21:28:24
nvidia/cuda,11.3.1-cudnn8-devel-ubuntu20.04,2022-12-17 22:13:39
nvidia/cuda,11.3.1-cudnn8-runtime,2021-07-02 04:39:03
nvidia/cuda,11.3.1-cudnn8-runtime-centos7,2022-12-17 06:51:10
nvidia/cuda,11.3.1-cudnn8-runtime-centos8,2022-01-07 02:01:30
nvidia/cuda,11.3.1-cudnn8-runtime-rockylinux8,2022-12-17 06:55:32
nvidia/cuda,11.3.1-cudnn8-runtime-ubi7,2022-12-17 07:02:59
nvidia/cuda,11.3.1-cudnn8-runtime-ubi8,2022-12-17 21:36:02
nvidia/cuda,11.3.1-cudnn8-runtime-ubuntu16.04,2022-05-21 22:20:08
nvidia/cuda,11.3.1-cudnn8-runtime-ubuntu18.04,2022-12-17 21:30:00
nvidia/cuda,11.3.1-cudnn8-runtime-ubuntu20.04,2022-12-17 22:16:42
nvidia/cuda,11.3.1-devel,2021-07-02 04:39:47
nvidia/cuda,11.3.1-devel-centos7,2022-12-17 06:51:29
nvidia/cuda,11.3.1-devel-centos8,2022-01-07 02:03:31
nvidia/cuda,11.3.1-devel-rockylinux8,2022-12-17 06:56:12
nvidia/cuda,11.3.1-devel-ubi7,2022-12-17 07:03:10
nvidia/cuda,11.3.1-devel-ubi8,2022-12-17 21:36:58
nvidia/cuda,11.3.1-devel-ubuntu16.04,2022-05-21 22:20:38
nvidia/cuda,11.3.1-devel-ubuntu18.04,2022-12-17 21:30:41
nvidia/cuda,11.3.1-devel-ubuntu20.04,2022-12-17 22:17:26
nvidia/cuda,11.3.1-runtime,2021-07-02 04:39:32
nvidia/cuda,11.3.1-runtime-centos7,2022-12-17 06:51:22
nvidia/cuda,11.3.1-runtime-centos8,2022-01-07 02:02:52
nvidia/cuda,11.3.1-runtime-rockylinux8,2022-12-17 06:55:58
nvidia/cuda,11.3.1-runtime-ubi7,2022-12-17 07:03:06
nvidia/cuda,11.3.1-runtime-ubi8,2022-12-17 21:36:39
nvidia/cuda,11.3.1-runtime-ubuntu16.04,2022-05-21 22:20:22
nvidia/cuda,11.3.1-runtime-ubuntu18.04,2022-12-17 21:30:28
nvidia/cuda,11.3.1-runtime-ubuntu20.04,2022-12-17 22:17:13
nvidia/cuda,11.4.0-base,2021-07-08 23:10:31
nvidia/cuda,11.4.0-base-centos7,2022-12-17 06:18:54
nvidia/cuda,11.4.0-base-centos8,2022-01-21 00:18:18
nvidia/cuda,11.4.0-base-rockylinux8,2022-12-17 06:25:04
nvidia/cuda,11.4.0-base-ubi7,2022-12-17 06:35:25
nvidia/cuda,11.4.0-base-ubi8,2022-12-17 22:14:05
nvidia/cuda,11.4.0-base-ubuntu18.04,2022-12-17 06:13:06
nvidia/cuda,11.4.0-base-ubuntu20.04,2022-12-17 06:06:18
nvidia/cuda,11.4.0-cudnn8-devel-centos7,2022-12-17 06:18:40
nvidia/cuda,11.4.0-cudnn8-devel-centos8,2022-01-21 00:14:11
nvidia/cuda,11.4.0-cudnn8-devel-rockylinux8,2022-12-17 06:24:38
nvidia/cuda,11.4.0-cudnn8-devel-ubi7,2022-12-17 06:35:13
nvidia/cuda,11.4.0-cudnn8-devel-ubi8,2022-12-17 22:09:33
nvidia/cuda,11.4.0-cudnn8-devel-ubuntu18.04,2022-12-17 06:11:48
nvidia/cuda,11.4.0-cudnn8-devel-ubuntu20.04,2022-12-17 06:05:03
nvidia/cuda,11.4.0-cudnn8-runtime-centos7,2022-12-17 06:18:48
nvidia/cuda,11.4.0-cudnn8-runtime-centos8,2022-01-21 00:16:28
nvidia/cuda,11.4.0-cudnn8-runtime-rockylinux8,2022-12-17 06:24:52
nvidia/cuda,11.4.0-cudnn8-runtime-ubi7,2022-12-17 06:35:19
nvidia/cuda,11.4.0-cudnn8-runtime-ubi8,2022-12-17 22:12:55
nvidia/cuda,11.4.0-cudnn8-runtime-ubuntu18.04,2022-12-17 06:12:54
nvidia/cuda,11.4.0-cudnn8-runtime-ubuntu20.04,2022-12-17 06:06:06
nvidia/cuda,11.4.0-devel,2021-07-08 23:11:35
nvidia/cuda,11.4.0-devel-centos7,2022-12-17 06:19:09
nvidia/cuda,11.4.0-devel-centos8,2022-01-21 00:20:38
nvidia/cuda,11.4.0-devel-rockylinux8,2022-12-17 06:25:30
nvidia/cuda,11.4.0-devel-ubi7,2022-12-17 06:35:38
nvidia/cuda,11.4.0-devel-ubi8,2022-12-17 22:14:59
nvidia/cuda,11.4.0-devel-ubuntu18.04,2022-12-17 06:13:53
nvidia/cuda,11.4.0-devel-ubuntu20.04,2022-12-17 06:07:10
nvidia/cuda,11.4.0-runtime,2021-07-08 23:11:15
nvidia/cuda,11.4.0-runtime-centos7,2022-12-17 06:19:02
nvidia/cuda,11.4.0-runtime-centos8,2022-01-21 00:18:44
nvidia/cuda,11.4.0-runtime-rockylinux8,2022-12-17 06:25:17
nvidia/cuda,11.4.0-runtime-ubi7,2022-12-17 06:35:32
nvidia/cuda,11.4.0-runtime-ubi8,2022-12-17 22:14:29
nvidia/cuda,11.4.0-runtime-ubuntu18.04,2022-12-17 06:13:19
nvidia/cuda,11.4.0-runtime-ubuntu20.04,2022-12-17 06:06:33
nvidia/cuda,11.4.1-base-centos7,2022-12-17 05:33:08
nvidia/cuda,11.4.1-base-centos8,2022-01-21 00:03:31
nvidia/cuda,11.4.1-base-rockylinux8,2022-12-17 05:49:05
nvidia/cuda,11.4.1-base-ubi7,2022-12-17 05:41:47
nvidia/cuda,11.4.1-base-ubi8,2022-12-17 21:55:16
nvidia/cuda,11.4.1-base-ubuntu18.04,2022-12-17 21:49:33
nvidia/cuda,11.4.1-base-ubuntu20.04,2022-12-17 22:12:55
nvidia/cuda,11.4.1-cudnn8-devel-centos7,2022-12-17 05:31:53
nvidia/cuda,11.4.1-cudnn8-devel-centos8,2022-01-21 00:00:46
nvidia/cuda,11.4.1-cudnn8-devel-rockylinux8,2022-12-17 05:42:24
nvidia/cuda,11.4.1-cudnn8-devel-ubi7,2022-12-17 05:41:27
nvidia/cuda,11.4.1-cudnn8-devel-ubi8,2022-12-17 21:51:16
nvidia/cuda,11.4.1-cudnn8-devel-ubuntu18.04,2022-12-17 21:47:56
nvidia/cuda,11.4.1-cudnn8-devel-ubuntu20.04,2022-12-17 22:11:42
nvidia/cuda,11.4.1-cudnn8-runtime-centos7,2022-12-17 05:32:36
nvidia/cuda,11.4.1-cudnn8-runtime-centos8,2022-01-21 00:03:11
nvidia/cuda,11.4.1-cudnn8-runtime-rockylinux8,2022-12-17 05:43:42
nvidia/cuda,11.4.1-cudnn8-runtime-ubi7,2022-12-17 05:41:44
nvidia/cuda,11.4.1-cudnn8-runtime-ubi8,2022-12-17 21:54:58
nvidia/cuda,11.4.1-cudnn8-runtime-ubuntu18.04,2022-12-17 21:49:24
nvidia/cuda,11.4.1-cudnn8-runtime-ubuntu20.04,2022-12-17 22:12:42
nvidia/cuda,11.4.1-devel-centos7,2022-12-17 05:33:47
nvidia/cuda,11.4.1-devel-centos8,2022-01-21 00:04:05
nvidia/cuda,11.4.1-devel-rockylinux8,2022-12-17 05:59:09
nvidia/cuda,11.4.1-devel-ubi7,2022-12-17 05:41:59
nvidia/cuda,11.4.1-devel-ubi8,2022-12-17 21:56:52
nvidia/cuda,11.4.1-devel-ubuntu18.04,2022-12-17 21:50:09
nvidia/cuda,11.4.1-devel-ubuntu20.04,2022-12-17 22:13:22
nvidia/cuda,11.4.1-runtime-centos7,2022-12-17 05:33:21
nvidia/cuda,11.4.1-runtime-centos8,2022-01-21 00:03:51
nvidia/cuda,11.4.1-runtime-rockylinux8,2022-12-17 05:56:48
nvidia/cuda,11.4.1-runtime-ubi7,2022-12-17 05:41:53
nvidia/cuda,11.4.1-runtime-ubi8,2022-12-17 21:55:35
nvidia/cuda,11.4.1-runtime-ubuntu18.04,2022-12-17 21:49:51
nvidia/cuda,11.4.1-runtime-ubuntu20.04,2022-12-17 22:13:08
nvidia/cuda,11.4.2-base-centos7,2022-12-17 04:59:39
nvidia/cuda,11.4.2-base-centos8,2022-01-20 23:56:56
nvidia/cuda,11.4.2-base-rockylinux8,2022-12-17 05:09:42
nvidia/cuda,11.4.2-base-ubi7,2022-12-17 05:05:41
nvidia/cuda,11.4.2-base-ubi8,2022-12-17 05:40:13
nvidia/cuda,11.4.2-base-ubuntu18.04,2022-12-17 05:28:29
nvidia/cuda,11.4.2-base-ubuntu20.04,2022-12-17 05:31:47
nvidia/cuda,11.4.2-cudnn8-devel-centos7,2022-12-17 04:59:29
nvidia/cuda,11.4.2-cudnn8-devel-centos8,2022-01-20 23:54:08
nvidia/cuda,11.4.2-cudnn8-devel-rockylinux8,2022-12-17 05:09:17
nvidia/cuda,11.4.2-cudnn8-devel-ubi7,2022-12-17 05:05:34
nvidia/cuda,11.4.2-cudnn8-devel-ubi8,2022-12-17 05:36:43
nvidia/cuda,11.4.2-cudnn8-devel-ubuntu18.04,2022-12-17 05:27:08
nvidia/cuda,11.4.2-cudnn8-devel-ubuntu20.04,2022-12-17 05:29:53
nvidia/cuda,11.4.2-cudnn8-runtime-centos7,2022-12-17 04:59:35
nvidia/cuda,11.4.2-cudnn8-runtime-centos8,2022-01-20 23:55:53
nvidia/cuda,11.4.2-cudnn8-runtime-rockylinux8,2022-12-17 05:09:33
nvidia/cuda,11.4.2-cudnn8-runtime-ubi7,2022-12-17 05:05:38
nvidia/cuda,11.4.2-cudnn8-runtime-ubi8,2022-12-17 05:39:56
nvidia/cuda,11.4.2-cudnn8-runtime-ubuntu18.04,2022-12-17 05:28:08
nvidia/cuda,11.4.2-cudnn8-runtime-ubuntu20.04,2022-12-17 05:31:12
nvidia/cuda,11.4.2-devel-centos7,2022-12-17 05:00:23
nvidia/cuda,11.4.2-devel-centos8,2022-01-20 23:58:39
nvidia/cuda,11.4.2-devel-rockylinux8,2022-12-17 05:10:10
nvidia/cuda,11.4.2-devel-ubi7,2022-12-17 05:05:48
nvidia/cuda,11.4.2-devel-ubi8,2022-12-17 05:40:52
nvidia/cuda,11.4.2-devel-ubuntu18.04,2022-12-17 05:29:03
nvidia/cuda,11.4.2-devel-ubuntu20.04,2022-12-17 05:33:07
nvidia/cuda,11.4.2-runtime-centos7,2022-12-17 05:00:15
nvidia/cuda,11.4.2-runtime-centos8,2022-01-20 23:57:33
nvidia/cuda,11.4.2-runtime-rockylinux8,2022-12-17 05:09:55
nvidia/cuda,11.4.2-runtime-ubi7,2022-12-17 05:05:44
nvidia/cuda,11.4.2-runtime-ubi8,2022-12-17 05:40:32
nvidia/cuda,11.4.2-runtime-ubuntu18.04,2022-12-17 05:28:45
nvidia/cuda,11.4.2-runtime-ubuntu20.04,2022-12-17 05:32:07
nvidia/cuda,11.4.3-base-centos7,2022-04-30 00:31:02
nvidia/cuda,11.4.3-base-centos8,2022-01-20 23:48:19
nvidia/cuda,11.4.3-base-rockylinux8,2022-05-20 08:16:02
nvidia/cuda,11.4.3-base-ubi7,2022-04-30 00:19:50
nvidia/cuda,11.4.3-base-ubi8,2022-04-30 02:32:16
nvidia/cuda,11.4.3-base-ubuntu18.04,2022-04-29 06:39:23
nvidia/cuda,11.4.3-base-ubuntu20.04,2022-04-29 21:03:09
nvidia/cuda,11.4.3-cudnn8-devel-centos7,2022-04-30 00:29:43
nvidia/cuda,11.4.3-cudnn8-devel-centos8,2022-01-20 23:45:29
nvidia/cuda,11.4.3-cudnn8-devel-rockylinux8,2022-05-20 08:15:16
nvidia/cuda,11.4.3-cudnn8-devel-ubi7,2022-04-30 00:17:36
nvidia/cuda,11.4.3-cudnn8-devel-ubi8,2022-04-30 02:31:57
nvidia/cuda,11.4.3-cudnn8-devel-ubuntu18.04,2022-04-29 06:39:13
nvidia/cuda,11.4.3-cudnn8-devel-ubuntu20.04,2022-04-29 20:57:15
nvidia/cuda,11.4.3-cudnn8-runtime-centos7,2022-04-30 00:30:53
nvidia/cuda,11.4.3-cudnn8-runtime-centos8,2022-01-20 23:47:44
nvidia/cuda,11.4.3-cudnn8-runtime-rockylinux8,2022-05-20 08:15:32
nvidia/cuda,11.4.3-cudnn8-runtime-ubi7,2022-04-30 00:19:28
nvidia/cuda,11.4.3-cudnn8-runtime-ubi8,2022-04-30 02:32:07
nvidia/cuda,11.4.3-cudnn8-runtime-ubuntu18.04,2022-04-29 06:39:17
nvidia/cuda,11.4.3-cudnn8-runtime-ubuntu20.04,2022-04-29 21:02:41
nvidia/cuda,11.4.3-devel-centos7,2022-04-30 00:31:24
nvidia/cuda,11.4.3-devel-centos8,2022-01-20 23:49:47
nvidia/cuda,11.4.3-devel-rockylinux8,2022-05-20 08:17:18
nvidia/cuda,11.4.3-devel-ubi7,2022-04-30 00:20:30
nvidia/cuda,11.4.3-devel-ubi8,2022-04-30 02:32:45
nvidia/cuda,11.4.3-devel-ubuntu18.04,2022-04-29 06:42:54
nvidia/cuda,11.4.3-devel-ubuntu20.04,2022-04-29 21:09:58
nvidia/cuda,11.4.3-runtime-centos7,2022-04-30 00:31:14
nvidia/cuda,11.4.3-runtime-centos8,2022-01-20 23:48:54
nvidia/cuda,11.4.3-runtime-rockylinux8,2022-05-20 08:17:03
nvidia/cuda,11.4.3-runtime-ubi7,2022-04-30 00:20:16
nvidia/cuda,11.4.3-runtime-ubi8,2022-04-30 02:32:25
nvidia/cuda,11.4.3-runtime-ubuntu18.04,2022-04-29 06:40:47
nvidia/cuda,11.4.3-runtime-ubuntu20.04,2022-04-29 21:06:20
nvidia/cuda,11.5.0-base-centos7,2022-12-17 20:36:22
nvidia/cuda,11.5.0-base-centos8,2022-01-25 20:19:36
nvidia/cuda,11.5.0-base-rockylinux8,2022-12-17 20:37:23
nvidia/cuda,11.5.0-base-ubi7,2022-12-17 04:36:44
nvidia/cuda,11.5.0-base-ubi8,2022-12-17 20:24:44
nvidia/cuda,11.5.0-base-ubuntu18.04,2022-12-17 04:59:48
nvidia/cuda,11.5.0-base-ubuntu20.04,2022-12-17 20:43:26
nvidia/cuda,11.5.0-cudnn8-devel-centos7,2022-12-17 20:35:41
nvidia/cuda,11.5.0-cudnn8-devel-centos8,2022-01-25 20:19:07
nvidia/cuda,11.5.0-cudnn8-devel-rockylinux8,2022-12-17 20:36:50
nvidia/cuda,11.5.0-cudnn8-devel-ubi7,2022-12-17 04:36:31
nvidia/cuda,11.5.0-cudnn8-devel-ubi8,2022-12-17 20:21:39
nvidia/cuda,11.5.0-cudnn8-devel-ubuntu18.04,2022-12-17 04:57:15
nvidia/cuda,11.5.0-cudnn8-devel-ubuntu20.04,2022-12-17 20:41:27
nvidia/cuda,11.5.0-cudnn8-runtime-centos7,2022-12-17 20:36:04
nvidia/cuda,11.5.0-cudnn8-runtime-centos8,2022-01-25 20:19:23
nvidia/cuda,11.5.0-cudnn8-runtime-rockylinux8,2022-12-17 20:37:09
nvidia/cuda,11.5.0-cudnn8-runtime-ubi7,2022-12-17 04:36:38
nvidia/cuda,11.5.0-cudnn8-runtime-ubi8,2022-12-17 20:24:27
nvidia/cuda,11.5.0-cudnn8-runtime-ubuntu18.04,2022-12-17 04:59:25
nvidia/cuda,11.5.0-cudnn8-runtime-ubuntu20.04,2022-12-17 20:43:15
nvidia/cuda,11.5.0-devel-centos7,2022-12-17 20:36:56
nvidia/cuda,11.5.0-devel-centos8,2022-01-25 20:20:08
nvidia/cuda,11.5.0-devel-rockylinux8,2022-12-17 20:37:49
nvidia/cuda,11.5.0-devel-ubi7,2022-12-17 04:36:57
nvidia/cuda,11.5.0-devel-ubi8,2022-12-17 20:25:22
nvidia/cuda,11.5.0-devel-ubuntu18.04,2022-12-17 05:00:37
nvidia/cuda,11.5.0-devel-ubuntu20.04,2022-12-17 20:43:53
nvidia/cuda,11.5.0-runtime-centos7,2022-12-17 20:36:40
nvidia/cuda,11.5.0-runtime-centos8,2022-01-25 20:19:51
nvidia/cuda,11.5.0-runtime-rockylinux8,2022-12-17 20:37:36
nvidia/cuda,11.5.0-runtime-ubi7,2022-12-17 04:36:50
nvidia/cuda,11.5.0-runtime-ubi8,2022-12-17 20:25:03
nvidia/cuda,11.5.0-runtime-ubuntu18.04,2022-12-17 05:00:06
nvidia/cuda,11.5.0-runtime-ubuntu20.04,2022-12-17 20:43:40
nvidia/cuda,11.5.1-base-centos7,2022-12-17 21:44:36
nvidia/cuda,11.5.1-base-centos8,2022-01-25 19:58:10
nvidia/cuda,11.5.1-base-rockylinux8,2022-12-17 20:35:15
nvidia/cuda,11.5.1-base-ubi7,2022-12-17 04:07:38
nvidia/cuda,11.5.1-base-ubi8,2022-12-17 04:56:13
nvidia/cuda,11.5.1-base-ubuntu18.04,2022-12-17 21:48:03
nvidia/cuda,11.5.1-base-ubuntu20.04,2022-12-17 21:50:00
nvidia/cuda,11.5.1-cudnn8-devel-centos7,2022-12-17 21:44:24
nvidia/cuda,11.5.1-cudnn8-devel-centos8,2022-01-25 19:57:32
nvidia/cuda,11.5.1-cudnn8-devel-rockylinux8,2022-12-17 20:34:50
nvidia/cuda,11.5.1-cudnn8-devel-ubi7,2022-12-17 04:07:22
nvidia/cuda,11.5.1-cudnn8-devel-ubi8,2022-12-17 04:52:58
nvidia/cuda,11.5.1-cudnn8-devel-ubuntu18.04,2022-12-17 21:45:48
nvidia/cuda,11.5.1-cudnn8-devel-ubuntu20.04,2022-12-17 21:47:51
nvidia/cuda,11.5.1-cudnn8-runtime-centos7,2022-12-17 21:44:30
nvidia/cuda,11.5.1-cudnn8-runtime-centos8,2022-01-25 19:57:50
nvidia/cuda,11.5.1-cudnn8-runtime-rockylinux8,2022-12-17 20:35:03
nvidia/cuda,11.5.1-cudnn8-runtime-ubi7,2022-12-17 04:07:29
nvidia/cuda,11.5.1-cudnn8-runtime-ubi8,2022-12-17 04:55:53
nvidia/cuda,11.5.1-cudnn8-runtime-ubuntu18.04,2022-12-17 21:47:51
nvidia/cuda,11.5.1-cudnn8-runtime-ubuntu20.04,2022-12-17 21:49:44
nvidia/cuda,11.5.1-devel-centos7,2022-12-17 21:45:09
nvidia/cuda,11.5.1-devel-centos8,2022-01-25 19:58:45
nvidia/cuda,11.5.1-devel-rockylinux8,2022-12-17 20:35:43
nvidia/cuda,11.5.1-devel-ubi7,2022-12-17 04:07:53
nvidia/cuda,11.5.1-devel-ubi8,2022-12-17 04:56:57
nvidia/cuda,11.5.1-devel-ubuntu18.04,2022-12-17 21:48:58
nvidia/cuda,11.5.1-devel-ubuntu20.04,2022-12-17 21:51:10
nvidia/cuda,11.5.1-runtime-centos7,2022-12-17 21:44:43
nvidia/cuda,11.5.1-runtime-centos8,2022-01-25 19:58:27
nvidia/cuda,11.5.1-runtime-rockylinux8,2022-12-17 20:35:30
nvidia/cuda,11.5.1-runtime-ubi7,2022-12-17 04:07:45
nvidia/cuda,11.5.1-runtime-ubi8,2022-12-17 04:56:34
nvidia/cuda,11.5.1-runtime-ubuntu18.04,2022-12-17 21:48:16
nvidia/cuda,11.5.1-runtime-ubuntu20.04,2022-12-17 21:50:58
nvidia/cuda,11.5.2-base-centos7,2022-12-17 03:43:56
nvidia/cuda,11.5.2-base-rockylinux8,2022-12-17 03:46:36
nvidia/cuda,11.5.2-base-ubi7,2022-12-17 03:44:31
nvidia/cuda,11.5.2-base-ubi8,2022-12-17 04:38:19
nvidia/cuda,11.5.2-base-ubuntu18.04,2022-12-17 17:57:45
nvidia/cuda,11.5.2-base-ubuntu20.04,2022-12-17 18:00:38
nvidia/cuda,11.5.2-cudnn8-devel-centos7,2022-12-17 03:43:40
nvidia/cuda,11.5.2-cudnn8-devel-rockylinux8,2022-12-17 03:46:08
nvidia/cuda,11.5.2-cudnn8-devel-ubi7,2022-12-17 03:43:33
nvidia/cuda,11.5.2-cudnn8-devel-ubi8,2022-12-17 04:35:01
nvidia/cuda,11.5.2-cudnn8-devel-ubuntu18.04,2022-12-17 17:55:16
nvidia/cuda,11.5.2-cudnn8-devel-ubuntu20.04,2022-12-17 17:57:44
nvidia/cuda,11.5.2-cudnn8-runtime-centos7,2022-12-17 03:43:50
nvidia/cuda,11.5.2-cudnn8-runtime-rockylinux8,2022-12-17 03:46:24
nvidia/cuda,11.5.2-cudnn8-runtime-ubi7,2022-12-17 03:44:04
nvidia/cuda,11.5.2-cudnn8-runtime-ubi8,2022-12-17 04:37:57
nvidia/cuda,11.5.2-cudnn8-runtime-ubuntu18.04,2022-12-17 17:57:21
nvidia/cuda,11.5.2-cudnn8-runtime-ubuntu20.04,2022-12-17 18:00:29
nvidia/cuda,11.5.2-devel-centos7,2022-12-17 03:44:44
nvidia/cuda,11.5.2-devel-rockylinux8,2022-12-17 03:47:04
nvidia/cuda,11.5.2-devel-ubi7,2022-12-17 03:45:21
nvidia/cuda,11.5.2-devel-ubi8,2022-12-17 04:39:02
nvidia/cuda,11.5.2-devel-ubuntu18.04,2022-12-17 17:58:19
nvidia/cuda,11.5.2-devel-ubuntu20.04,2022-12-17 18:01:05
nvidia/cuda,11.5.2-runtime-centos7,2022-12-17 03:44:17
nvidia/cuda,11.5.2-runtime-rockylinux8,2022-12-17 03:46:50
nvidia/cuda,11.5.2-runtime-ubi7,2022-12-17 03:44:57
